sequence,arm_id,scenario_id,trial_number,scenario_type,status,contract_valid,provider_failed,focal_vulnerable_candidate_id,parsed_ranking,vulnerable_candidate_rank,top_1_success,top_4_success,reciprocal_rank,latency_ms,raw_artifact,validation_errors
1131,local_qwen,os15-s0078,2,positive,valid,True,False,os15-c000443,"[""os15-c000493"",""os15-c000410"",""os15-c000083"",""os15-c000443"",""os15-c000372""]",4,False,True,0.25,82700,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1131__local_qwen__os15-s0078__trial-2.json,[]
1132,local_qwen,os15-s0078,3,positive,valid,True,False,os15-c000443,"[""os15-c000493"",""os15-c000410"",""os15-c000083"",""os15-c000443"",""os15-c000372""]",4,False,True,0.25,80967,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1132__local_qwen__os15-s0078__trial-3.json,[]
1133,local_qwen,os15-s0078,4,positive,valid,True,False,os15-c000443,"[""os15-c000493"",""os15-c000410"",""os15-c000083"",""os15-c000443"",""os15-c000372""]",4,False,True,0.25,82948,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1133__local_qwen__os15-s0078__trial-4.json,[]
1134,local_qwen,os15-s0078,5,positive,valid,True,False,os15-c000443,"[""os15-c000493"",""os15-c000410"",""os15-c000083"",""os15-c000443"",""os15-c000372""]",4,False,True,0.25,98207,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1134__local_qwen__os15-s0078__trial-5.json,[]
1135,local_qwen,os15-s0079,1,positive,valid,True,False,os15-c000282,"[""os15-c000455"",""os15-c000223"",""os15-c000282"",""os15-c000087"",""os15-c000336""]",3,False,True,0.333333,82611,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1135__local_qwen__os15-s0079__trial-1.json,[]
1136,local_qwen,os15-s0079,2,positive,valid,True,False,os15-c000282,"[""os15-c000455"",""os15-c000223"",""os15-c000282"",""os15-c000087"",""os15-c000336""]",3,False,True,0.333333,83130,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1136__local_qwen__os15-s0079__trial-2.json,[]
1137,local_qwen,os15-s0079,3,positive,valid,True,False,os15-c000282,"[""os15-c000455"",""os15-c000223"",""os15-c000282"",""os15-c000087"",""os15-c000336""]",3,False,True,0.333333,82792,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1137__local_qwen__os15-s0079__trial-3.json,[]
1138,local_qwen,os15-s0079,4,positive,valid,True,False,os15-c000282,"[""os15-c000455"",""os15-c000223"",""os15-c000282"",""os15-c000087"",""os15-c000336""]",3,False,True,0.333333,82997,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1138__local_qwen__os15-s0079__trial-4.json,[]
1139,local_qwen,os15-s0079,5,positive,valid,True,False,os15-c000282,"[""os15-c000455"",""os15-c000223"",""os15-c000282"",""os15-c000087"",""os15-c000336""]",3,False,True,0.333333,103225,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1139__local_qwen__os15-s0079__trial-5.json,[]
1140,local_qwen,os15-s0080,1,positive,valid,True,False,os15-c000181,"[""os15-c000216"",""os15-c000151"",""os15-c000181"",""os15-c000337"",""os15-c000192""]",3,False,True,0.333333,77473,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1140__local_qwen__os15-s0080__trial-1.json,[]
1141,local_qwen,os15-s0080,2,positive,valid,True,False,os15-c000181,"[""os15-c000216"",""os15-c000151"",""os15-c000181"",""os15-c000337"",""os15-c000192""]",3,False,True,0.333333,79335,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1141__local_qwen__os15-s0080__trial-2.json,[]
1142,local_qwen,os15-s0080,3,positive,valid,True,False,os15-c000181,"[""os15-c000216"",""os15-c000151"",""os15-c000181"",""os15-c000337"",""os15-c000192""]",3,False,True,0.333333,66524,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1142__local_qwen__os15-s0080__trial-3.json,[]
1143,local_qwen,os15-s0080,4,positive,valid,True,False,os15-c000181,"[""os15-c000216"",""os15-c000151"",""os15-c000181"",""os15-c000337"",""os15-c000192""]",3,False,True,0.333333,66013,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1143__local_qwen__os15-s0080__trial-4.json,[]
1144,local_qwen,os15-s0080,5,positive,valid,True,False,os15-c000181,"[""os15-c000216"",""os15-c000151"",""os15-c000181"",""os15-c000337"",""os15-c000192""]",3,False,True,0.333333,67239,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1144__local_qwen__os15-s0080__trial-5.json,[]
1145,local_qwen,os15-s0081,1,positive,valid,True,False,os15-c000117,"[""os15-c000117"",""os15-c000308"",""os15-c000323"",""os15-c000388"",""os15-c000131""]",1,True,True,1.0,63235,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1145__local_qwen__os15-s0081__trial-1.json,[]
1146,local_qwen,os15-s0081,2,positive,valid,True,False,os15-c000117,"[""os15-c000117"",""os15-c000308"",""os15-c000323"",""os15-c000388"",""os15-c000131""]",1,True,True,1.0,59382,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1146__local_qwen__os15-s0081__trial-2.json,[]
1147,local_qwen,os15-s0081,3,positive,valid,True,False,os15-c000117,"[""os15-c000117"",""os15-c000308"",""os15-c000323"",""os15-c000388"",""os15-c000131""]",1,True,True,1.0,59582,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1147__local_qwen__os15-s0081__trial-3.json,[]
1148,local_qwen,os15-s0081,4,positive,valid,True,False,os15-c000117,"[""os15-c000117"",""os15-c000308"",""os15-c000323"",""os15-c000388"",""os15-c000131""]",1,True,True,1.0,60670,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1148__local_qwen__os15-s0081__trial-4.json,[]
1149,local_qwen,os15-s0081,5,positive,valid,True,False,os15-c000117,"[""os15-c000117"",""os15-c000308"",""os15-c000323"",""os15-c000388"",""os15-c000131""]",1,True,True,1.0,68716,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1149__local_qwen__os15-s0081__trial-5.json,[]
1150,local_qwen,os15-s0082,1,positive,valid,True,False,os15-c000425,"[""os15-c000154"",""os15-c000425"",""os15-c000501"",""os15-c000469"",""os15-c000073""]",2,False,True,0.5,91702,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1150__local_qwen__os15-s0082__trial-1.json,[]
1151,local_qwen,os15-s0082,2,positive,valid,True,False,os15-c000425,"[""os15-c000154"",""os15-c000425"",""os15-c000501"",""os15-c000469"",""os15-c000073""]",2,False,True,0.5,76991,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1151__local_qwen__os15-s0082__trial-2.json,[]
1152,local_qwen,os15-s0082,3,positive,valid,True,False,os15-c000425,"[""os15-c000154"",""os15-c000425"",""os15-c000501"",""os15-c000469"",""os15-c000073""]",2,False,True,0.5,68789,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1152__local_qwen__os15-s0082__trial-3.json,[]
1153,local_qwen,os15-s0082,4,positive,valid,True,False,os15-c000425,"[""os15-c000154"",""os15-c000425"",""os15-c000501"",""os15-c000469"",""os15-c000073""]",2,False,True,0.5,68017,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1153__local_qwen__os15-s0082__trial-4.json,[]
1154,local_qwen,os15-s0082,5,positive,valid,True,False,os15-c000425,"[""os15-c000154"",""os15-c000425"",""os15-c000501"",""os15-c000469"",""os15-c000073""]",2,False,True,0.5,69207,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1154__local_qwen__os15-s0082__trial-5.json,[]
1155,local_qwen,os15-s0083,1,positive,valid,True,False,os15-c000436,"[""os15-c000436"",""os15-c000116"",""os15-c000492"",""os15-c000427"",""os15-c000103""]",1,True,True,1.0,65705,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1155__local_qwen__os15-s0083__trial-1.json,[]
1156,local_qwen,os15-s0083,2,positive,valid,True,False,os15-c000436,"[""os15-c000436"",""os15-c000116"",""os15-c000492"",""os15-c000427"",""os15-c000103""]",1,True,True,1.0,75514,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1156__local_qwen__os15-s0083__trial-2.json,[]
1157,local_qwen,os15-s0083,3,positive,valid,True,False,os15-c000436,"[""os15-c000436"",""os15-c000116"",""os15-c000492"",""os15-c000427"",""os15-c000103""]",1,True,True,1.0,66978,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1157__local_qwen__os15-s0083__trial-3.json,[]
1158,local_qwen,os15-s0083,4,positive,valid,True,False,os15-c000436,"[""os15-c000436"",""os15-c000116"",""os15-c000492"",""os15-c000427"",""os15-c000103""]",1,True,True,1.0,96711,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1158__local_qwen__os15-s0083__trial-4.json,[]
1159,local_qwen,os15-s0083,5,positive,valid,True,False,os15-c000436,"[""os15-c000436"",""os15-c000116"",""os15-c000492"",""os15-c000427"",""os15-c000103""]",1,True,True,1.0,68560,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1159__local_qwen__os15-s0083__trial-5.json,[]
1160,local_qwen,os15-s0084,1,positive,valid,True,False,os15-c000395,"[""os15-c000395"",""os15-c000261"",""os15-c000067"",""os15-c000243"",""os15-c000331""]",1,True,True,1.0,62860,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1160__local_qwen__os15-s0084__trial-1.json,[]
1161,local_qwen,os15-s0084,2,positive,valid,True,False,os15-c000395,"[""os15-c000395"",""os15-c000261"",""os15-c000067"",""os15-c000243"",""os15-c000331""]",1,True,True,1.0,60861,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1161__local_qwen__os15-s0084__trial-2.json,[]
1162,local_qwen,os15-s0084,3,positive,valid,True,False,os15-c000395,"[""os15-c000395"",""os15-c000261"",""os15-c000067"",""os15-c000243"",""os15-c000331""]",1,True,True,1.0,61085,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1162__local_qwen__os15-s0084__trial-3.json,[]
1163,local_qwen,os15-s0084,4,positive,valid,True,False,os15-c000395,"[""os15-c000395"",""os15-c000261"",""os15-c000067"",""os15-c000243"",""os15-c000331""]",1,True,True,1.0,60855,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1163__local_qwen__os15-s0084__trial-4.json,[]
1164,local_qwen,os15-s0084,5,positive,valid,True,False,os15-c000395,"[""os15-c000395"",""os15-c000261"",""os15-c000067"",""os15-c000243"",""os15-c000331""]",1,True,True,1.0,62810,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1164__local_qwen__os15-s0084__trial-5.json,[]
1165,local_qwen,os15-s0085,1,positive,valid,True,False,os15-c000235,"[""os15-c000396"",""os15-c000235"",""os15-c000384"",""os15-c000305"",""os15-c000464""]",2,False,True,0.5,66591,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1165__local_qwen__os15-s0085__trial-1.json,[]
1166,local_qwen,os15-s0085,2,positive,valid,True,False,os15-c000235,"[""os15-c000396"",""os15-c000235"",""os15-c000384"",""os15-c000305"",""os15-c000464""]",2,False,True,0.5,66473,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1166__local_qwen__os15-s0085__trial-2.json,[]
1167,local_qwen,os15-s0085,3,positive,valid,True,False,os15-c000235,"[""os15-c000396"",""os15-c000235"",""os15-c000384"",""os15-c000305"",""os15-c000464""]",2,False,True,0.5,67136,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1167__local_qwen__os15-s0085__trial-3.json,[]
1168,local_qwen,os15-s0085,4,positive,valid,True,False,os15-c000235,"[""os15-c000396"",""os15-c000235"",""os15-c000384"",""os15-c000305"",""os15-c000464""]",2,False,True,0.5,69713,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1168__local_qwen__os15-s0085__trial-4.json,[]
1169,local_qwen,os15-s0085,5,positive,valid,True,False,os15-c000235,"[""os15-c000396"",""os15-c000235"",""os15-c000384"",""os15-c000305"",""os15-c000464""]",2,False,True,0.5,73735,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1169__local_qwen__os15-s0085__trial-5.json,[]
1170,local_qwen,os15-s0086,1,positive,valid,True,False,os15-c000453,"[""os15-c000485"",""os15-c000453"",""os15-c000110"",""os15-c000408"",""os15-c000195""]",2,False,True,0.5,63448,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1170__local_qwen__os15-s0086__trial-1.json,[]
1171,local_qwen,os15-s0086,2,positive,valid,True,False,os15-c000453,"[""os15-c000485"",""os15-c000453"",""os15-c000110"",""os15-c000408"",""os15-c000195""]",2,False,True,0.5,66990,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1171__local_qwen__os15-s0086__trial-2.json,[]
1172,local_qwen,os15-s0086,3,positive,valid,True,False,os15-c000453,"[""os15-c000485"",""os15-c000453"",""os15-c000110"",""os15-c000408"",""os15-c000195""]",2,False,True,0.5,64409,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1172__local_qwen__os15-s0086__trial-3.json,[]
1173,local_qwen,os15-s0086,4,positive,valid,True,False,os15-c000453,"[""os15-c000485"",""os15-c000453"",""os15-c000110"",""os15-c000408"",""os15-c000195""]",2,False,True,0.5,67928,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1173__local_qwen__os15-s0086__trial-4.json,[]
1174,local_qwen,os15-s0086,5,positive,valid,True,False,os15-c000453,"[""os15-c000485"",""os15-c000453"",""os15-c000110"",""os15-c000408"",""os15-c000195""]",2,False,True,0.5,62745,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1174__local_qwen__os15-s0086__trial-5.json,[]
1175,local_qwen,os15-s0087,1,positive,valid,True,False,os15-c000092,"[""os15-c000325"",""os15-c000163"",""os15-c000092"",""os15-c000414"",""os15-c000392""]",3,False,True,0.333333,59620,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1175__local_qwen__os15-s0087__trial-1.json,[]
1176,local_qwen,os15-s0087,2,positive,valid,True,False,os15-c000092,"[""os15-c000325"",""os15-c000163"",""os15-c000092"",""os15-c000414"",""os15-c000392""]",3,False,True,0.333333,63081,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1176__local_qwen__os15-s0087__trial-2.json,[]
1177,local_qwen,os15-s0087,3,positive,valid,True,False,os15-c000092,"[""os15-c000325"",""os15-c000163"",""os15-c000092"",""os15-c000414"",""os15-c000392""]",3,False,True,0.333333,81010,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1177__local_qwen__os15-s0087__trial-3.json,[]
1178,local_qwen,os15-s0087,4,positive,valid,True,False,os15-c000092,"[""os15-c000325"",""os15-c000163"",""os15-c000092"",""os15-c000414"",""os15-c000392""]",3,False,True,0.333333,64600,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1178__local_qwen__os15-s0087__trial-4.json,[]
1179,local_qwen,os15-s0087,5,positive,valid,True,False,os15-c000092,"[""os15-c000325"",""os15-c000163"",""os15-c000092"",""os15-c000414"",""os15-c000392""]",3,False,True,0.333333,60472,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1179__local_qwen__os15-s0087__trial-5.json,[]
1180,local_qwen,os15-s0088,1,positive,valid,True,False,os15-c000233,"[""os15-c000450"",""os15-c000284"",""os15-c000233"",""os15-c000351"",""os15-c000210""]",3,False,True,0.333333,64179,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1180__local_qwen__os15-s0088__trial-1.json,[]
1181,local_qwen,os15-s0088,2,positive,valid,True,False,os15-c000233,"[""os15-c000450"",""os15-c000284"",""os15-c000233"",""os15-c000351"",""os15-c000210""]",3,False,True,0.333333,64011,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1181__local_qwen__os15-s0088__trial-2.json,[]
1182,local_qwen,os15-s0088,3,positive,valid,True,False,os15-c000233,"[""os15-c000450"",""os15-c000284"",""os15-c000233"",""os15-c000351"",""os15-c000210""]",3,False,True,0.333333,66532,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1182__local_qwen__os15-s0088__trial-3.json,[]
1183,local_qwen,os15-s0088,4,positive,valid,True,False,os15-c000233,"[""os15-c000450"",""os15-c000284"",""os15-c000233"",""os15-c000351"",""os15-c000210""]",3,False,True,0.333333,64121,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1183__local_qwen__os15-s0088__trial-4.json,[]
1184,local_qwen,os15-s0088,5,positive,valid,True,False,os15-c000233,"[""os15-c000450"",""os15-c000284"",""os15-c000233"",""os15-c000351"",""os15-c000210""]",3,False,True,0.333333,64740,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1184__local_qwen__os15-s0088__trial-5.json,[]
1185,local_qwen,os15-s0089,1,positive,valid,True,False,os15-c000194,"[""os15-c000135"",""os15-c000122"",""os15-c000220"",""os15-c000311"",""os15-c000194""]",5,False,False,0.2,63877,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1185__local_qwen__os15-s0089__trial-1.json,[]
1186,local_qwen,os15-s0089,2,positive,valid,True,False,os15-c000194,"[""os15-c000135"",""os15-c000122"",""os15-c000220"",""os15-c000311"",""os15-c000194""]",5,False,False,0.2,72690,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1186__local_qwen__os15-s0089__trial-2.json,[]
1187,local_qwen,os15-s0089,3,positive,valid,True,False,os15-c000194,"[""os15-c000135"",""os15-c000122"",""os15-c000220"",""os15-c000311"",""os15-c000194""]",5,False,False,0.2,63501,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1187__local_qwen__os15-s0089__trial-3.json,[]
